Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Non-Travel,Travel_Frequently,Travel_Rarely,Human Resources,Research & Development,Sales,Human Resources,Life Sciences,Marketing,Medical,Other,Technical Degree,Female,Male,Healthcare Representative,Human Resources,Laboratory Technician,Manager,Manufacturing Director,Research Director,Research Scientist,Sales Executive,Sales Representative,Divorced,Married,Single,Y,No,Yes,DailyRate_norm,HourlyRate_norm,MonthlyIncome_norm,MonthlyRate_norm,DistanceFromHome_norm
39,0,945,22,3,1,1043,4,82,3,3,1,10880,5083,1,13,3,3,80,0,21,2,3,21,6,2,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.6034359341445955,0.7428571428571429,0.5197998946814113,0.1200160610319213,0.75
33,0,1038,8,1,1,1044,2,88,2,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0.6700071581961345,0.8285714285714285,0.07019483938915219,0.7766713511343104,0.25
45,0,1234,11,2,1,1045,4,90,3,4,4,17650,5404,3,13,3,2,80,1,26,4,4,9,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.8103078024337866,0.857142857142857,0.876303317535545,0.1329050391487653,0.35714285714285715
32,0,1109,29,4,1,1046,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,2,3,8,7,7,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.7208303507516105,0.5571428571428572,0.1588204318062138,0.3630194740012046,0.9999999999999999
34,0,216,1,4,1,1047,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,2,15,1,0,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.0816034359341446,0.6428571428571428,0.45897840968931014,0.40891387271632196,0.0
59,0,1089,1,2,1,1048,2,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,1,6,4,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.7065139584824623,0.5142857142857142,0.5737230121116377,0.3591246737602891,0.0
45,0,788,24,4,1,1049,2,36,3,1,2,2177,8318,1,16,3,1,80,0,6,3,3,6,3,0,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.4910522548317824,0.08571428571428569,0.061506055818852025,0.24990965669544266,0.8214285714285714
53,0,124,2,3,1,1050,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,2,3,15,7,6,12,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.015748031496062992,0.11428571428571427,0.34312796208530805,0.8609917687211404,0.03571428571428571
36,1,660,15,3,1,1052,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.3994273443092341,0.7285714285714284,0.2014218009478673,0.23143946998594658,0.5
26,1,342,2,3,1,1053,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,2,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.17179670722977808,0.38571428571428573,0.05439705107951554,0.5321019875527002,0.03571428571428571
34,0,1333,10,4,1,1055,3,87,3,1,3,2220,18410,1,19,3,4,80,1,1,2,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.8811739441660701,0.8142857142857143,0.06377040547656662,0.6551294920698655,0.3214285714285714
28,0,1144,10,1,1,1056,4,74,3,1,2,1052,23384,1,22,4,2,80,0,1,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.7458840372226199,0.6285714285714286,0.002264349657714583,0.8548484240112427,0.3214285714285714
38,0,1186,3,4,1,1060,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.775948460987831,0.2,0.0954186413902054,0.036257779562336875,0.07142857142857142
50,0,1464,2,4,1,1061,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,2,8,1,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.9749463135289905,0.45714285714285713,0.9598736176935229,0.43200160610319216,0.03571428571428571
37,0,124,3,3,1,1062,4,35,3,2,2,4107,13848,3,15,3,1,80,0,8,3,2,4,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.015748031496062992,0.07142857142857145,0.16313849394418117,0.47195342300742826,0.07142857142857142
40,0,300,26,3,1,1066,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,3,2,7,7,7,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.14173228346456693,0.6285714285714286,0.3889942074776198,0.8079903633808472,0.8928571428571428
26,0,921,1,1,1,1068,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,5,3,5,3,1,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.5862562634216177,0.5142857142857142,0.0525539757767246,0.9303754266211605,0.0
46,0,430,1,4,1,1069,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,0,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0.23478883321403007,0.14285714285714285,0.9804107424960505,0.7769925717727364,0.0
54,0,1082,2,4,1,1070,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.7015032211882605,0.1571428571428572,0.509583991574513,0.2528809476008833,0.03571428571428571
56,0,1240,9,3,1,1071,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,4,3,5,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.814602720114531,0.4714285714285715,0.1017904160084255,0.4039349528207187,0.2857142857142857
36,0,796,12,5,1,1073,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,2,14,8,7,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.4967788117394416,0.3,0.41332280147446027,0.5450712708291507,0.39285714285714285
55,0,444,2,1,1,1074,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,3,4,9,7,6,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.24481030780243376,0.14285714285714285,0.8292259083728278,0.6114836378237302,0.03571428571428571
43,0,415,25,3,1,1076,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,5,3,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.22405153901216893,0.7,0.5154818325434439,0.12744428829552298,0.8571428571428571
20,1,769,9,3,1,1077,4,54,3,1,4,2323,17205,1,14,3,2,80,0,2,3,3,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0.4774516821760916,0.3428571428571428,0.06919431279620852,0.6067456334069464,0.2857142857142857
21,1,1334,10,3,1,1079,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,6,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.8818897637795275,0.08571428571428569,0.021432332806740388,0.6088737201365187,0.3214285714285714
46,0,1003,8,4,1,1080,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,2,3,16,13,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.6449534717251252,0.6285714285714286,0.18988941548183255,0.7602890985745834,0.25
51,1,1323,4,4,1,1081,1,34,3,1,3,2461,10332,9,12,3,3,80,3,18,2,4,10,0,2,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.874015748031496,0.05714285714285716,0.07646129541864141,0.3307769524191929,0.10714285714285714
28,1,1366,24,2,1,1082,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,2,10,7,1,9,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.9047959914101645,0.5999999999999999,0.40616113744075827,0.41200562136117247,0.8214285714285714
26,0,192,1,2,1,1083,1,59,2,1,1,3955,11141,1,16,3,1,80,2,6,2,3,5,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.0644237652111668,0.4142857142857143,0.1551342812006319,0.36326038948002404,0.0
30,0,1176,20,3,1,1084,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,1,2,6,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.768790264853257,0.7857142857142856,0.4711953659820959,0.28114836378237296,0.6785714285714285
41,0,509,7,2,1,1085,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,3,10,6,0,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.2913385826771654,0.18571428571428567,0.12464454976303319,0.6733186107207388,0.2142857142857143
38,0,330,17,1,1,1088,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.1632068718682892,0.49999999999999994,0.4114797261716693,0.9039951816904236,0.5714285714285714
40,0,1492,20,4,1,1092,1,61,3,3,4,10322,26542,4,20,4,4,80,1,14,6,3,11,10,11,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.994989262705798,0.4428571428571429,0.49041600842548705,0.9816502710299136,0.6785714285714285
27,0,1277,8,5,1,1094,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,4,3,3,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.8410880458124552,0.8142857142857143,0.19020537124802528,0.15157598875727765,0.25
55,0,1091,2,1,1,1096,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,4,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.7079455977093772,0.49999999999999994,0.524855186940495,0.5508532423208191,0.03571428571428571
28,0,857,10,3,1,1097,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,4,8,7,1,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.5404438081603435,0.4142857142857143,0.13959978936282255,0.23348725155591246,0.3214285714285714
44,1,1376,1,2,1,1098,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,1,3,20,6,3,6,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.9119541875447387,0.8714285714285714,0.49884149552395995,0.009315398514354548,0.0
33,0,654,5,3,1,1099,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,2,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.3951324266284896,0.05714285714285716,0.32174828857293314,0.7677173258381851,0.14285714285714285
35,1,1204,4,3,1,1100,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,2,3,8,7,4,7,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.7888332140300643,0.7999999999999998,0.45144813059505007,0.3308171049989962,0.10714285714285714
33,1,827,29,4,1,1101,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,4,3,13,7,3,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0.5189692197566212,0.3428571428571428,0.1842548709847288,0.04155792009636619,0.9999999999999999
28,0,895,15,2,1,1102,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,5,2,4,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.5676449534717251,0.28571428571428575,0.06308583464981568,0.8186307970287091,0.5
34,0,618,3,1,1,1103,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,1,2,6,2,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.36936292054402287,0.21428571428571425,0.35529225908372825,0.8099578397912066,0.07142857142857142
37,0,309,10,4,1,1105,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,5,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.1481746599856836,0.8285714285714285,0.29936808846761453,0.8885364384661715,0.3214285714285714
25,1,1219,4,1,1,1106,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,3,4,7,7,5,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.7995705082319255,0.02857142857142858,0.14123222748815167,0.10082312788596667,0.10714285714285714
26,1,1330,21,3,1,1107,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.8790264853256978,0.10000000000000003,0.07203791469194315,0.6937964264203975,0.7142857142857143
33,1,1017,25,3,1,1108,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,0,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.6549749463135289,0.35714285714285715,0.06866771985255399,0.03609716924312387,0.8571428571428571
42,0,469,2,2,1,1109,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,3,22,6,13,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.26270579813886896,0.07142857142857145,0.8770932069510269,0.4940774944790203,0.03571428571428571
28,1,1009,1,3,1,1111,1,45,2,1,2,2596,7160,1,15,3,1,80,2,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.6492483894058697,0.21428571428571425,0.0835703001579779,0.20341296928327643,0.0
50,1,959,1,4,1,1113,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.6134574087329993,0.7285714285714284,0.19583991574512902,0.608592652077896,0.0
33,0,970,7,3,1,1114,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,3,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.6213314244810307,0.0,0.17340705634544498,0.45400521983537445,0.2142857142857143
34,0,697,3,4,1,1115,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.42591267000715816,0.14285714285714285,0.10373880989994735,0.8184701867094961,0.07142857142857142
48,0,1262,1,4,1,1116,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,3,2,5,4,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0.830350751610594,0.07142857142857145,0.8360189573459715,0.5645452720337282,0.0
45,0,1050,9,4,1,1117,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,2,3,15,10,4,12,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.6785969935576234,0.49999999999999994,0.24139020537124803,0.6374623569564345,0.2857142857142857
52,0,994,7,4,1,1118,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,4,3,8,6,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.6385110952040085,0.8142857142857143,0.49689310163243816,0.5311383256374222,0.2142857142857143
38,0,770,10,4,1,1119,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,2,3,8,7,2,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.47816750178954903,0.6142857142857143,0.4071090047393365,0.13953021481630193,0.3214285714285714
29,0,1107,28,4,1,1120,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,1,3,7,5,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.7193987115246957,0.8999999999999999,0.07925223802001055,0.9987552700260992,0.9642857142857143
28,0,950,3,3,1,1121,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,3,2,9,7,1,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0.6070150322118826,0.8999999999999999,0.3499736703528173,0.23870708693033524,0.07142857142857142
46,0,406,3,1,1,1124,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,3,12,9,4,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.21760916249105225,0.31428571428571433,0.8665613480779357,0.5421401325035133,0.07142857142857142
38,0,130,2,2,1,1125,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.020042949176807448,0.02857142857142858,0.33396524486571877,0.7438265408552499,0.03571428571428571
43,0,1082,27,3,1,1126,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,1,3,8,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.7015032211882605,0.7571428571428571,0.516640337019484,0.37908050592250553,0.9285714285714285
39,1,203,2,3,1,1127,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,4,3,18,7,11,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.07229778095919828,0.7714285714285714,0.5876777251184834,0.45986749648664926,0.03571428571428571
40,0,1308,14,3,1,1128,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,2,4,20,7,4,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0.8632784538296349,0.2,0.980358083201685,0.6203573579602489,0.4642857142857143
21,0,984,1,1,1,1131,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,6,4,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.6313528990694345,0.5714285714285714,0.055871511321748286,0.9328247339891588,0.0
39,0,439,9,3,1,1132,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.24123120973514675,0.5714285714285714,0.3040021063717746,0.2680586227665127,0.2857142857142857
36,0,217,18,4,1,1133,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,0,3,11,9,0,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.082319255547602,0.6857142857142857,0.3565034228541337,0.8489861473599679,0.6071428571428571
31,0,793,20,3,1,1135,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,4,3,2,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0.49463135289906934,0.5285714285714285,0.0938388625592417,0.7985143545472797,0.6785714285714285
28,0,1451,2,1,1,1136,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,2,1,5,3,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.9656406585540444,0.5285714285714285,0.11542917324907848,0.7153985143545473,0.03571428571428571
35,0,1182,11,2,1,1137,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,3,5,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.7730851825340014,0.3428571428571428,0.20847814639283838,0.6587432242521581,0.35714285714285715
49,0,174,8,4,1,1138,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,3,9,8,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.05153901216893343,0.3714285714285714,0.6377567140600316,0.3928929933748243,0.25
34,0,1003,2,2,1,1140,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,3,2,3,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.6449534717251252,0.9285714285714286,0.15924170616113745,0.5516964464966874,0.03571428571428571
29,0,490,10,3,1,1143,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,2,7,5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.2777380100214746,0.4428571428571429,0.12016850974196946,0.6362577795623369,0.3214285714285714
42,0,188,29,3,1,1148,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.06156048675733716,0.3714285714285714,0.17182727751448132,0.2996988556514756,0.9999999999999999
29,0,718,8,1,1,1150,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,2,10,7,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.4409448818897638,0.7,0.21311216429699845,0.6261794820317206,0.25
38,0,433,1,3,1,1152,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,2,4,7,6,5,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.23693629205440228,0.10000000000000003,0.09662980516061087,0.15699658703071673,0.0
28,0,773,6,3,1,1154,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,2,3,3,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.4803149606299212,0.12857142857142861,0.08920484465508163,0.8028106805862276,0.17857142857142855
18,1,247,8,1,1,1156,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.10379384395132427,0.7142857142857142,0.04713006845708268,0.46022886970487853,0.25
33,1,603,9,4,1,1157,1,77,3,2,1,8224,18385,0,17,3,1,80,0,6,3,3,5,2,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0.3586256263421618,0.6714285714285713,0.37993680884676145,0.6541256775747841,0.2857142857142857
41,0,167,12,4,1,1158,2,46,3,1,4,4766,9051,3,11,3,1,80,1,6,4,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.04652827487473157,0.2285714285714286,0.19784096893101635,0.2793414976912266,0.39285714285714285
31,1,874,15,3,1,1160,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,5,2,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0.5526127415891195,0.5999999999999999,0.08430753027909427,0.16619152780566152,0.5
37,0,367,25,2,1,1161,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,2,3,6,2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.18969219756621333,0.31428571428571433,0.2486571879936809,0.6053804456936358,0.8571428571428571
27,0,199,6,3,1,1162,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,0,3,4,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0.06943450250536864,0.35714285714285715,0.08056872037914692,0.2351335073278458,0.17857142857142855
34,0,1400,9,1,1,1163,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,3,2,6,5,1,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.9291338582677166,0.5714285714285714,0.24776197998946817,0.14996988556514756,0.2857142857142857
35,0,528,8,4,1,1164,3,100,3,1,3,4323,7108,1,17,3,2,80,0,6,2,1,5,4,1,4,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.3049391553328561,1.0,0.17451290152711954,0.20132503513350733,0.25
29,1,408,23,1,1,1165,4,45,2,3,1,7336,11162,1,13,3,1,80,1,11,3,1,11,8,3,10,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.21904080171796705,0.21428571428571425,0.33317535545023697,0.3641035936558924,0.7857142857142857
40,0,593,9,4,1,1166,2,88,3,3,3,13499,13782,9,17,3,3,80,0,20,3,2,18,7,2,13,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0.35146743020758764,0.8285714285714285,0.6577145866245392,0.46930335274041357,0.2857142857142857
